accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac,speed
1.571,0.843,-9.079,-33.852,-26.307,5.462,-802.98,-1276.03,9.774,-5.303,-29.929,-36.967,163.946,-354.863
-2.715,2.49,-10.243,-35.805,-28.138,5.095,-803.233,-1276.35,-14.444,-13.664,-30.063,-37.101,163.92,-354.951
-2.715,2.49,-10.243,-35.805,-28.138,5.095,-803.458,-1276.63,-14.444,-13.664,-30.163,-37.192,163.9,-355.029
-2.49,1.528,-9.616,-41.787,-26.063,4.668,-803.693,-1277.01,-14.346,-9.027,-30.272,-37.339,163.877,-355.11
-2.49,1.528,-9.616,-41.787,-26.063,4.668,-803.928,-1277.39,-14.346,-9.027,-30.38,-37.484,163.855,-355.191
-4.784,6.244,-8.902,-55.581,-28.443,4.119,-804.212,-1277.94,-23.747,-35.048,-30.637,-38.092,163.796,-355.363
-4.784,6.244,-8.902,-55.581,-28.443,4.119,-804.468,-1278.44,-23.747,-35.048,-30.86,-38.632,163.746,-355.518
-5.186,0.67,-10.985,-53.262,-27.283,5.889,-804.741,-1278.97,-25.231,-3.492,-31.114,-38.886,163.696,-355.704
-5.186,0.67,-10.985,-53.262,-27.283,5.889,-804.986,-1279.45,-25.231,-3.492,-31.335,-39.078,163.653,-355.872
-5.186,0.67,-10.985,-53.262,-27.283,5.889,-805.259,-1279.99,-25.231,-3.492,-31.584,-39.329,163.604,-356.059
-7.949,0.603,-10.209,-52.895,-27.161,3.936,-805.504,-1280.46,-37.856,-3.382,-31.925,-39.511,163.539,-356.317
-7.949,0.603,-10.209,-52.895,-27.161,3.936,-805.775,-1280.99,-37.856,-3.382,-32.294,-39.752,163.467,-356.603
-9.137,4.252,-9.233,-50.759,-26.551,3.63,-806.041,-1281.5,-41.951,-24.73,-32.693,-40.18,168.006,-356.932
-9.137,4.252,-9.233,-50.759,-26.551,3.63,-806.28,-1281.96,-41.951,-24.73,-33.057,-40.546,167.971,-357.228
-10.171,3.682,-8.639,-56.374,-26.49,3.081,-806.492,-1282.41,-47.284,-23.087,-33.441,-40.884,167.932,-357.521
-10.171,3.682,-8.639,-56.374,-26.49,3.081,-806.756,-1282.97,-47.284,-23.087,-33.881,-41.348,167.891,-357.887
-10.367,3.568,-5.335,-69.863,-24.842,3.997,-807.005,-1283.67,-58.242,-33.773,-34.407,-42.068,167.847,-358.26
-10.367,3.568,-5.335,-69.863,-24.842,3.997,-807.253,-1284.37,-58.242,-33.773,-34.929,-42.78,167.805,-358.633
-6.393,0.69,-10.76,-60.586,-26.734,7.048,-807.494,-1284.91,-30.664,-3.667,-35.16,-43.01,167.783,-358.841
-6.393,0.69,-10.76,-60.586,-26.734,7.048,-807.681,-1285.34,-30.664,-3.667,-35.328,-43.099,167.763,-359.002
-2.787,3.251,-14.045,-60.037,-25.758,8.147,-807.913,-1285.88,-10.941,-13.035,-35.348,-43.414,167.775,-359.092
-2.787,3.251,-14.045,-60.037,-25.758,8.147,-808.119,-1286.36,-10.941,-13.035,-35.338,-43.657,167.788,-359.172
-2.787,3.251,-14.045,-60.037,-25.758,8.147,-808.351,-1286.9,-10.941,-13.035,-35.358,-43.966,167.8,-359.262
-1.714,-0.206,-7.973,-59.182,-29.42,10.405,-808.615,-1287.43,-12.131,1.479,-35.428,-44.118,167.797,-359.318
-1.714,-0.206,-7.973,-59.182,-29.42,10.405,-808.88,-1287.96,-12.131,1.479,-35.496,-44.268,167.795,-359.374
0.187,0.101,-11.972,-61.807,-34.669,19.134,-809.158,-1288.46,0.894,-0.481,-35.448,-44.393,176.249,-359.368
0.187,0.101,-11.972,-61.807,-34.669,19.134,-809.435,-1288.95,0.894,-0.481,-35.4,-44.517,176.277,-359.363
0.187,0.101,-11.972,-61.807,-34.669,19.134,-809.712,-1289.45,0.894,-0.481,-35.353,-44.64,176.305,-359.357
1.326,-0.11,-12.182,-56.069,-30.762,18.523,-810.02,-1290.01,6.214,0.518,-35.288,-44.827,176.348,-359.31
1.326,-0.11,-12.182,-56.069,-30.762,18.523,-810.328,-1290.57,6.214,0.518,-35.223,-45.011,176.39,-359.262
-2.471,-0.263,-7.102,-77.127,-32.044,20.049,-810.616,-1291.26,-19.173,2.124,-35.391,-45.33,176.454,-359.342
-2.471,-0.263,-7.102,-77.127,-32.044,20.049,-810.84,-1291.8,-19.173,2.124,-35.484,-45.47,176.482,-359.404
3.477,0.469,-18.566,-79.995,-36.012,23.528,-811.164,-1292.52,10.603,-1.448,-35.392,-45.85,176.568,-359.292
3.477,0.469,-18.566,-79.995,-36.012,23.528,-811.416,-1293.08,10.603,-1.448,-35.219,-46.043,176.614,-359.204
3.477,0.469,-18.566,-79.995,-36.012,23.528,-811.704,-1293.72,10.603,-1.448,-35.089,-46.326,176.679,-359.104
6.005,-3.141,-1.303,-67.727,-36.988,27.801,-812.074,-1294.4,60.477,67.479,-34.554,-45.959,176.613,-358.888
6.005,-3.141,-1.303,-67.727,-36.988,27.801,-812.37,-1294.94,60.477,67.479,-33.941,-45.442,176.517,-358.715
13.389,-0.057,-10.588,-43.496,-34.669,28.045,-812.717,-1295.38,51.664,0.311,-33.48,-45.479,176.536,-358.233
13.389,-0.057,-10.588,-43.496,-34.669,28.045,-812.994,-1295.72,51.664,0.311,-32.944,-45.417,176.536,-357.847
11.411,2.021,-8.596,-48.073,-31.251,28.777,-813.307,-1296.2,52.268,-13.23,-32.448,-45.643,176.596,-357.436
11.411,2.021,-8.596,-48.073,-31.251,28.777,-813.588,-1296.64,52.268,-13.23,-31.921,-45.811,176.643,-357.067
-0.249,2.308,-11.905,-39.528,-26.429,17.425,-813.799,-1296.95,-1.176,-10.973,-31.854,-45.823,-178.739,-357.074
-0.249,2.308,-11.905,-39.528,-26.429,17.425,-814.064,-1297.35,-1.176,-10.973,-31.848,-45.925,-178.701,-357.083
-5.698,-0.273,-15.53,-33.608,-24.598,9.368,-814.26,-1297.62,-20.147,1.007,-31.955,-45.761,-178.762,-357.247
-5.698,-0.273,-15.53,-33.608,-24.598,9.368,-814.482,-1297.92,-20.147,1.007,-32.089,-45.638,-178.808,-357.431
-5.698,-0.273,-15.53,-33.608,-24.598,9.368,-814.679,-1298.19,-20.147,1.007,-32.194,-45.478,-178.869,-357.596
3.558,-2.792,-12.503,1.427,-22.889,15.899,-814.862,-1298.18,15.521,12.587,-31.925,-44.884,-179.094,-357.493
3.558,-2.792,-12.503,1.427,-22.889,15.899,-815.091,-1298.16,15.521,12.587,-31.711,-44.293,-179.318,-357.365
8.007,0.01,-12.561,29.137,-20.936,14.983,-815.321,-1297.84,32.515,-0.044,-31.331,-43.486,-179.624,-357.048
8.007,0.01,-12.561,29.137,-20.936,14.983,-815.509,-1297.58,32.515,-0.044,-30.907,-42.753,-179.901,-356.789
0.795,-0.45,-13.121,16.198,-27.1,12.114,-815.753,-1297.43,3.465,1.965,-30.841,-42.14,179.868,-356.763
0.795,-0.45,-13.121,16.198,-27.1,12.114,-816.024,-1297.27,3.465,1.965,-30.807,-41.514,179.632,-356.734
-1.475,5.325,-8.83,-9.987,-29.847,10.894,-816.323,-1297.37,-8.14,-31.092,-30.92,-41.524,179.636,-356.787
-1.475,5.325,-8.83,-9.987,-29.847,10.894,-816.561,-1297.45,-8.14,-31.092,-30.964,-41.51,179.631,-356.83
1.245,0.742,-10.569,-17.433,-29.664,11.626,-816.828,-1297.61,6.703,-4.017,-30.891,-41.314,174.383,-356.789
1.245,0.742,-10.569,-17.433,-29.664,11.626,-817.095,-1297.77,6.703,-4.017,-30.819,-41.12,174.278,-356.749
-2.562,0.991,-7.777,-16.091,-26.795,10.344,-817.337,-1297.91,-18.097,-7.264,-30.966,-40.946,174.184,-356.832
-2.562,0.991,-7.777,-16.091,-26.795,10.344,-817.578,-1298.06,-18.097,-7.264,-31.112,-40.774,174.092,-356.915
-2.562,0.991,-7.777,-16.091,-26.795,10.344,-817.846,-1298.22,-18.097,-7.264,-31.287,-40.622,174.01,-357.007
1.216,-2.897,-12.949,-24.086,-24.659,8.818,-818.117,-1298.48,5.238,12.612,-31.231,-40.391,173.885,-356.959
1.216,-2.897,-12.949,-24.086,-24.659,8.818,-818.339,-1298.7,5.238,12.612,-31.119,-40.108,173.732,-356.92
0.263,-0.45,-13.547,-51.858,-24.659,7.232,-818.61,-1299.27,1.113,1.903,-31.105,-40.337,173.855,-356.909
0.263,-0.45,-13.547,-51.858,-24.659,7.232,-818.832,-1299.74,1.113,1.903,-31.036,-40.446,173.914,-356.901
6.345,0.742,-0.651,-88.724,-26.551,10.1,-819.044,-1300.45,81.154,-48.736,-30.156,-41.337,174.393,-356.718
6.345,0.742,-0.651,-88.724,-26.551,10.1,-819.23,-1301.07,81.154,-48.736,-29.254,-42.118,174.813,-356.558
-1.465,-3.352,-14.773,-111.429,-33.448,11.626,-819.498,-1301.96,-5.525,12.784,-29.321,-42.584,175.066,-356.6
-1.465,-3.352,-14.773,-111.429,-33.448,11.626,-819.732,-1302.74,-5.525,12.784,-29.35,-42.919,175.248,-356.637
-1.465,-3.352,-14.773,-111.429,-33.448,11.626,-820.066,-1303.85,-5.525,12.784,-29.493,-43.63,175.637,-356.69
-3.879,2.394,-5.813,-113.199,-29.42,21.331,-820.272,-1304.64,-31.672,-22.385,-29.749,-44.32,178.872,-356.788
-3.879,2.394,-5.813,-113.199,-29.42,21.331,-820.537,-1305.66,-31.672,-22.385,-30.07,-45.26,179.425,-356.913
-5.153,2.844,-12.546,-77.31,-29.42,24.261,-820.772,-1306.28,-21.827,-12.774,-30.255,-45.64,179.648,-357.062
-5.153,2.844,-12.546,-77.31,-29.42,24.261,-821.008,-1306.9,-21.827,-12.774,-30.439,-46.015,179.869,-357.21
-5.153,2.844,-12.546,-77.31,-29.42,24.261,-821.214,-1307.44,-21.827,-12.774,-30.587,-46.299,-179.965,-357.34
-4.224,2.701,-12.455,-49.905,-27.65,24.322,-821.435,-1307.84,-18.335,-12.235,-30.716,-46.413,-179.898,-357.462
-4.224,2.701,-12.455,-49.905,-27.65,24.322,-821.656,-1308.24,-18.335,-12.235,-30.844,-46.526,-179.832,-357.583
-3.39,-0.201,-6.958,-21.767,-27.406,23.65,-821.848,-1308.39,-25.969,1.656,-31.014,-46.217,179.987,-357.669
-3.39,-0.201,-6.958,-21.767,-27.406,23.65,-822.04,-1308.55,-25.969,1.656,-31.182,-45.912,179.808,-357.754
-3.39,-0.201,-6.958,-21.767,-27.406,23.65,-822.259,-1308.72,-25.969,1.656,-31.38,-45.635,179.646,-357.852
0.766,3.089,-5.861,-11.147,-26.734,21.331,-822.473,-1308.81,6.597,-27.787,-31.243,-45.558,179.6,-357.83
0.766,3.089,-5.861,-11.147,-26.734,21.331,-822.66,-1308.89,6.597,-27.787,-31.078,-45.469,179.548,-357.811
-1.585,-0.781,-12.91,-17.311,-25.758,19.317,-822.892,-1309.04,-6.987,3.46,-31.101,-45.157,179.365,-357.862
-1.585,-0.781,-12.91,-17.311,-25.758,19.317,-823.098,-1309.18,-6.987,3.46,-31.094,-44.828,179.173,-357.908
-1.585,-0.781,-12.91,-17.311,-25.758,19.317,-823.304,-1309.32,-6.987,3.46,-31.088,-44.503,178.982,-357.953
3.079,-0.613,-13.959,-30.983,-28.992,22.002,-823.507,-1309.54,12.428,2.514,-30.884,-44.28,172.244,-357.876
3.079,-0.613,-13.959,-30.983,-28.992,22.002,-823.71,-1309.75,12.428,2.514,-30.682,-44.059,172.094,-357.798
3.079,-0.613,-13.959,-30.983,-28.992,22.002,-823.942,-1310,12.428,2.514,-30.515,-43.875,171.97,-357.709
1.336,-1.729,-12.738,-52.285,-28.321,21.514,-824.14,-1310.37,5.934,7.729,-30.376,-43.776,171.901,-357.676
1.336,-1.729,-12.738,-52.285,-28.321,21.514,-824.338,-1310.73,5.934,7.729,-30.239,-43.678,171.833,-357.642
-1.839,-1.532,-9.573,-35.988,-28.687,24.627,-824.568,-1311.02,-10.74,9.095,-30.305,-43.478,171.704,-357.695
-1.839,-1.532,-9.573,-35.988,-28.687,24.627,-824.769,-1311.27,-10.74,9.095,-30.338,-43.239,171.548,-357.741
-1.839,-1.532,-9.573,-35.988,-28.687,24.627,-824.969,-1311.53,-10.74,9.095,-30.37,-43.002,171.394,-357.788
1.58,1.393,-9.371,-25.246,-28.931,25.603,-825.259,-1311.78,9.469,-8.458,-30.301,-42.944,171.354,-357.731
1.58,1.393,-9.371,-25.246,-28.931,25.603,-825.461,-1311.95,9.469,-8.458,-30.134,-42.801,171.256,-357.691
1.58,1.393,-9.371,-25.246,-28.931,25.603,-825.664,-1312.13,9.469,-8.458,-29.969,-42.658,171.158,-357.651
1.963,3.453,-20.376,-24.758,-28.504,20.537,-825.863,-1312.3,5.427,-9.617,-29.842,-42.525,171.068,-357.602
1.963,3.453,-20.376,-24.758,-28.504,20.537,-826.091,-1312.5,5.427,-9.617,-29.749,-42.422,170.997,-357.545
1.03,0.034,-10.367,-41.176,-27.161,19.134,-826.281,-1312.79,5.671,-0.185,-29.611,-42.327,170.932,-357.519
1.03,0.034,-10.367,-41.176,-27.161,19.134,-826.526,-1313.16,5.671,-0.185,-29.537,-42.328,170.93,-357.486
1.03,0.034,-10.367,-41.176,-27.161,19.134,-826.743,-1313.49,5.671,-0.185,-29.432,-42.282,170.896,-357.456
2.342,2.572,-6.79,-44.411,-28.992,18.706,-826.975,-1313.85,17.875,-20.742,-29.223,-42.471,171.014,-357.389
2.342,2.572,-6.79,-44.411,-28.992,18.706,-827.236,-1314.25,17.875,-20.742,-29.049,-42.708,171.164,-357.313
21.501,13.485,-25.662,-42.336,-27.589,19.622,-827.484,-1314.63,36.564,-27.721,-28.676,-42.992,160.84,-356.616
21.501,13.485,-25.662,-42.336,-27.589,19.622,-827.733,-1315.01,36.564,-27.721,-28.306,-43.273,160.996,-355.919
-4.042,-3.491,-6.058,-18.471,-24.659,18.828,-827.93,-1315.16,-30.031,29.954,-28.548,-42.709,160.652,-356.036
-4.042,-3.491,-6.058,-18.471,-24.659,18.828,-828.152,-1315.32,-30.031,29.954,-28.815,-42.172,160.328,-356.167
-4.042,-3.491,-6.058,-18.471,-24.659,18.828,-828.349,-1315.47,-30.031,29.954,-29.052,-41.619,159.993,-356.283
-0.852,0.139,-0.421,-9.071,-25.269,14.434,-828.551,-1315.54,-62.501,-18.239,-29.617,-41.468,159.931,-356.308
-0.852,0.139,-0.421,-9.071,-25.269,14.434,-828.753,-1315.62,-62.501,-18.239,-30.176,-41.318,159.868,-356.332
-1.36,4.568,-8.251,30.602,-24.903,11.077,-828.977,-1315.34,-8.206,-28.973,-30.211,-40.881,159.596,-356.376
-1.36,4.568,-8.251,30.602,-24.903,11.077,-829.202,-1315.06,-8.206,-28.973,-30.246,-40.448,159.327,-356.42
-1.829,0.201,-22.564,31.701,-25.452,7.293,-829.405,-1314.81,-4.635,-0.511,-30.222,-39.76,158.897,-356.473
-1.829,0.201,-22.564,31.701,-25.452,7.293,-829.609,-1314.56,-4.635,-0.511,-30.198,-39.079,158.474,-356.526
-1.829,0.201,-22.564,31.701,-25.452,7.293,-829.838,-1314.27,-4.635,-0.511,-30.203,-38.369,158.037,-356.585
-5.076,-2.251,-13.423,-11.33,-26.734,1.982,-830.052,-1314.36,-20.453,9.519,-30.349,-37.993,157.814,-356.731
-5.076,-2.251,-13.423,-11.33,-26.734,1.982,-830.266,-1314.45,-20.453,9.519,-30.494,-37.621,157.594,-356.877
-4.315,3.558,-1.542,-34.34,-28.809,-1.069,-830.525,-1314.76,-48.052,-66.569,-30.964,-38.262,138.567,-357.017
-4.315,3.558,-1.542,-34.34,-28.809,-1.069,-830.784,-1315.07,-48.052,-66.569,-31.431,-38.897,138.914,-357.157
-4.315,3.558,-1.542,-34.34,-28.809,-1.069,-831.015,-1315.35,-48.052,-66.569,-31.859,-39.487,139.24,-357.281
-7.815,-1.03,-8.069,-46.059,-27.467,3.02,-831.234,-1315.71,-43.853,7.271,-32.229,-39.439,139.22,-357.506
-7.815,-1.03,-8.069,-46.059,-27.467,3.02,-831.454,-1316.08,-43.853,7.271,-32.596,-39.391,139.198,-357.731
-1.93,0.67,-9.362,-52.529,-24.415,2.227,-831.625,-1316.45,-11.619,-4.096,-32.58,-39.457,139.234,-357.78
-1.93,0.67,-9.362,-52.529,-24.415,2.227,-831.82,-1316.87,-11.619,-4.096,-32.593,-39.582,139.303,-357.836
-1.93,0.67,-9.362,-52.529,-24.415,2.227,-832.016,-1317.29,-11.619,-4.096,-32.606,-39.705,139.371,-357.891
-6.216,5.047,-4.688,-51.247,-28.626,-0.215,-832.216,-1317.65,-42.06,-47.113,-32.929,-40.188,139.641,-358.048
-6.216,5.047,-4.688,-51.247,-28.626,-0.215,-832.416,-1318.01,-42.06,-47.113,-33.248,-40.665,139.912,-358.205
5.943,-3.29,-10.506,-38.674,-31.556,-1.008,-832.669,-1318.32,28.36,17.387,-32.919,-40.437,139.78,-358.033
5.943,-3.29,-10.506,-38.674,-31.556,-1.008,-832.921,-1318.63,28.36,17.387,-32.594,-40.211,139.65,-357.862
5.943,-3.29,-10.506,-38.674,-31.556,-1.008,-833.174,-1318.94,28.36,17.387,-32.272,-39.987,139.521,-357.691
3.821,-3.668,-9.707,-28.603,-27.039,2.227,-833.363,-1319.14,20.217,20.701,-31.962,-39.608,139.308,-357.595
3.821,-3.668,-9.707,-28.603,-27.039,2.227,-833.552,-1319.34,20.217,20.701,-31.656,-39.233,139.099,-357.499
3.821,-3.668,-9.707,-28.603,-27.039,2.227,-833.741,-1319.54,20.217,20.701,-31.353,-38.862,138.894,-357.402
2.792,4.142,-5.09,-19.57,-27.589,3.875,-833.935,-1319.67,23.045,-39.136,-31.029,-39.021,122.798,-357.332
2.792,4.142,-5.09,-19.57,-27.589,3.875,-834.21,-1319.87,23.045,-39.136,-30.802,-39.245,122.944,-357.231
-0.939,6.378,-15.874,-30.861,-17.335,-1.924,-834.401,-1320.21,-3.14,-21.891,-30.743,-39.457,123.035,-357.269
-0.939,6.378,-15.874,-30.861,-17.335,-1.924,-834.54,-1320.46,-3.14,-21.891,-30.624,-39.563,123.107,-357.296
-3.903,1.427,-14.744,-8.949,-24.476,-2.351,-834.809,-1320.56,-14.76,-5.528,-30.772,-39.335,122.984,-357.45
-3.903,1.427,-14.744,-8.949,-24.476,-2.351,-835.054,-1320.64,-14.76,-5.528,-30.891,-39.098,122.867,-357.591
5.33,-0.584,-11.277,-35.073,-28.077,-3.267,-835.306,-1320.96,25.266,2.966,-30.617,-39.037,122.93,-357.418
5.33,-0.584,-11.277,-35.073,-28.077,-3.267,-835.587,-1321.31,25.266,2.966,-30.378,-39.016,122.995,-357.226
1.341,-0.541,-9.869,-51.125,-27.955,1.067,-835.839,-1321.77,7.725,3.138,-30.283,-39.119,123.058,-357.183
1.341,-0.541,-9.869,-51.125,-27.955,1.067,-836.09,-1322.23,7.725,3.138,-30.19,-39.22,123.12,-357.139
-4.736,1.585,0.872,-58.389,-28.138,2.349,-836.344,-1322.76,-69.096,-118.804,-30.867,-40.614,123.401,-357.293
-4.736,1.585,0.872,-58.389,-28.138,2.349,-836.597,-1323.28,-69.096,-118.804,-31.538,-41.994,123.708,-357.446
-4.736,1.585,0.872,-58.389,-28.138,2.349,-836.822,-1323.75,-69.096,-118.804,-32.169,-43.294,124.023,-357.583
-1.413,-2.461,-8.586,-50.393,-25.025,3.936,-837.047,-1324.2,-8.987,15.996,-32.194,-43.218,124.26,-357.628
-1.413,-2.461,-8.586,-50.393,-25.025,3.936,-837.247,-1324.61,-8.987,15.996,-32.19,-43.085,124.231,-357.669
-0.206,-0.675,-6.417,-40.261,-25.941,6.133,-837.455,-1324.93,-1.828,6.007,-32.123,-42.96,124.236,-357.675
-0.206,-0.675,-6.417,-40.261,-25.941,6.133,-837.662,-1325.25,-1.828,6.007,-32.056,-42.837,124.242,-357.681
-0.431,2.931,-14.313,-29.03,-27.772,9.124,-837.94,-1325.54,-1.69,-11.571,-32.068,-42.855,124.24,-357.696
-0.431,2.931,-14.313,-29.03,-27.772,9.124,-838.19,-1325.8,-1.69,-11.571,-32.049,-42.84,124.247,-357.71
-0.431,2.931,-14.313,-29.03,-27.772,9.124,-838.412,-1326.03,-1.69,-11.571,-31.998,-42.792,124.262,-357.723
0.436,3.989,-9.486,-38.003,-25.025,6.682,-838.637,-1326.38,2.425,-22.806,-31.911,-42.981,124.351,-357.709
0.436,3.989,-9.486,-38.003,-25.025,6.682,-838.838,-1326.68,2.425,-22.806,-31.795,-43.125,124.443,-357.696
-4.204,5.708,-13.787,-40.688,-25.33,7.964,-839.066,-1327.05,-15.736,-22.491,-31.894,-43.336,124.441,-357.832
-4.204,5.708,-13.787,-40.688,-25.33,7.964,-839.294,-1327.41,-15.736,-22.491,-31.992,-43.544,124.44,-357.968
-7.734,0.948,-5.766,-41.237,-28.626,8.757,-839.58,-1327.83,-52.928,-9.339,-32.527,-43.672,124.198,-358.247
-7.734,0.948,-5.766,-41.237,-28.626,8.757,-839.837,-1328.2,-52.928,-9.339,-33.025,-43.751,123.961,-358.497
-3.501,-0.637,-26.563,-51.553,-34.547,11.26,-840.148,-1328.66,-7.505,1.374,-33.124,-43.828,123.929,-358.611
-3.501,-0.637,-26.563,-51.553,-34.547,11.26,-840.494,-1329.18,-7.505,1.374,-33.261,-43.963,123.892,-358.737
18.297,0.627,-11.579,-122.171,-37.904,11.809,-840.873,-1330.4,57.636,-3.101,-32.783,-44.945,125.195,-358.078
18.297,0.627,-11.579,-122.171,-37.904,11.809,-841.214,-1331.5,57.636,-3.101,-32.267,-45.779,125.655,-357.485
26.563,2.514,-15.046,-89.822,-43.153,29.571,-841.689,-1332.48,60.132,-9.486,-31.884,-46.541,126.001,-356.433
26.563,2.514,-15.046,-89.822,-43.153,29.571,-842.034,-1333.2,60.132,-9.486,-31.357,-46.988,126.408,-355.668
26.563,2.514,-15.046,-89.822,-43.153,29.571,-842.509,-1334.19,60.132,-9.486,-30.982,-47.738,126.727,-354.617
-9.036,-2.366,-26.649,-6.813,-103.823,55.206,-843.339,-1334.25,-18.663,5.073,-31.805,-47.272,126.128,-354.877
-9.036,-2.366,-26.649,-6.813,-103.823,55.206,-844.377,-1334.31,-18.663,5.073,-32.855,-46.826,125.342,-355.202
20.084,-1.81,-14.237,-29.702,-240.849,50.384,-846.786,-1334.61,54.451,7.246,-34.724,-46.624,123.934,-354.479
20.084,-1.81,-14.237,-29.702,-240.849,50.384,-849.194,-1334.91,54.451,7.246,-36.575,-46.423,122.452,-353.756
8.222,4.928,-19.226,-34.157,-378.363,21.392,-852.978,-1335.25,22.502,-14.375,-40.292,-46.491,119.32,-353.46
8.222,4.928,-19.226,-34.157,-378.363,21.392,-856.383,-1335.56,22.502,-14.375,-43.54,-46.52,116.323,-353.194
-8.112,3.687,-2.581,-103.799,-494.515,-19.014,-861.823,-1336.7,-60.977,-55.008,-49.908,-47.905,110.445,-353.515
-8.112,3.687,-2.581,-103.799,-494.515,-19.014,-866.273,-1337.63,-60.977,-55.008,-55.086,-49.04,105.394,-353.778
-16.329,0.077,-1.173,-70.169,-549.813,-39.339,-871.222,-1338.27,-85.882,-3.736,-61.027,-49.306,72.413,-354.307
-16.329,0.077,-1.173,-70.169,-549.813,-39.339,-876.17,-1338.9,-85.882,-3.736,-66.909,-49.569,68.481,-354.836
-17.416,-3.175,-15.927,-130.35,-374.457,-35.677,-879.54,-1340.07,-47.001,11.273,-70.547,-50.296,66.851,-355.4
-17.416,-3.175,-15.927,-130.35,-374.457,-35.677,-882.536,-1341.11,-47.001,11.273,-73.722,-50.868,65.503,-355.902
-17.416,-3.175,-15.927,-130.35,-374.457,-35.677,-885.532,-1342.15,-47.001,11.273,-76.866,-51.433,64.291,-356.403
-25.006,-3.467,0.675,-210.552,-163.089,-14.925,-886.999,-1344.05,-81.96,101.02,-78.588,-52.066,64.01,-357.214
-25.006,-3.467,0.675,-210.552,-163.089,-14.925,-888.63,-1346.15,-81.96,101.02,-80.478,-52.933,63.915,-358.114
-32.558,-1.082,-0.254,-287.884,-58.351,27.007,-889.155,-1348.75,-88.045,76.802,-81.152,-54.585,65.267,-359.169
-32.558,-1.082,-0.254,-287.884,-58.351,27.007,-889.622,-1351.05,-88.045,76.802,-81.752,-55.893,66.302,-360.106
-23.809,-1.058,0.905,-355.878,57.923,78.4,-889.101,-1354.25,-86.653,130.537,-81.208,-57.675,68.395,-360.878
-23.809,-1.058,0.905,-355.878,57.923,78.4,-888.58,-1357.45,-86.653,130.537,-80.669,-59.44,70.467,-361.649
-15.218,-1.235,4.018,-371.992,161.013,122.04,-887.291,-1360.43,-74.56,162.907,-79.141,-60.604,72.445,-362.087
-15.218,-1.235,4.018,-371.992,161.013,122.04,-885.842,-1363.78,-74.56,162.907,-77.445,-62.181,74.941,-362.581
-15.218,-1.235,4.018,-371.992,161.013,122.04,-884.393,-1367.13,-74.56,162.907,-75.767,-63.742,77.416,-363.074
-15.712,-1.508,3.568,-322.003,258.182,162.568,-882.328,-1369.7,-76.151,157.08,-73.419,-64.466,23.821,-363.526
-15.712,-1.508,3.568,-322.003,258.182,162.568,-880.004,-1372.6,-76.151,157.08,-70.801,-65.55,25.563,-364.035
-9.75,-2.667,12.211,-251.324,344.609,204.134,-876.903,-1374.86,-37.956,167.678,-66.941,-65.793,26.809,-364.351
-9.75,-2.667,12.211,-251.324,344.609,204.134,-873.801,-1377.13,-37.956,167.678,-63.12,-66.034,28.24,-364.667
-3.352,-21.281,16.42,-89.822,425.726,245.455,-869.544,-1378.02,-7.109,127.654,-57.713,-65.119,29.121,-364.788
-3.352,-21.281,16.42,-89.822,425.726,245.455,-865.712,-1378.83,-7.109,127.654,-52.845,-64.112,30.01,-364.896
-8.342,-0.915,-25.073,470.794,281.62,121.796,-862.896,-1374.12,-18.391,2.089,-49.294,-58.09,23.422,-365.197
-8.342,-0.915,-25.073,470.794,281.62,121.796,-860.362,-1369.89,-18.391,2.089,-46.1,-52.664,16.479,-365.467
37.428,-46.244,55.711,630.709,229.312,85.48,-858.298,-1364.21,27.336,140.305,-43.016,-44.272,2.756,-364.254
37.428,-46.244,55.711,630.709,229.312,85.48,-855.775,-1357.27,27.336,140.305,-39.44,-34.528,-16.445,-362.772
17.632,20.653,-45.392,508.087,91.371,-25.85,-855.044,-1353.21,19.472,-24.466,-38.019,-29.799,-26.298,-362.264
17.632,20.653,-45.392,508.087,91.371,-25.85,-854.222,-1348.63,19.472,-24.466,-36.508,-24.54,-36.941,-361.693
17.632,20.653,-45.392,508.087,91.371,-25.85,-853.4,-1344.06,19.472,-24.466,-35.012,-19.333,-46.723,-361.122
-0.057,4.463,11.335,-12.428,76.905,-13.948,-852.708,-1344.17,-0.27,-158.508,-33.877,-20.852,173.239,-361.124
-0.057,4.463,11.335,-12.428,76.905,-13.948,-852.015,-1344.29,-0.27,-158.508,-32.752,-22.356,171.642,-361.125
0.33,2.72,16.526,-111.795,-19.471,1.128,-852.21,-1345.4,1.13,-170.653,-32.635,-25.112,168.335,-361.113
0.33,2.72,16.526,-111.795,-19.471,1.128,-852.385,-1346.41,1.13,-170.653,-32.497,-27.713,165.393,-361.103
1.403,0.737,-28.018,-41.237,-85.756,11.443,-853.157,-1346.78,2.866,-1.508,-33.022,-27.873,164.935,-361.057
1.403,0.737,-28.018,-41.237,-85.756,11.443,-853.929,-1347.15,2.866,-1.508,-33.542,-28.032,164.465,-361.012
0.527,-2.648,-7.829,-59.243,-41.505,8.757,-854.344,-1347.74,3.647,18.687,-33.643,-28.239,164.169,-360.993
0.527,-2.648,-7.829,-59.243,-41.505,8.757,-854.634,-1348.16,3.647,18.687,-33.601,-28.242,164.19,-360.98
