accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac
0.551,2.222,-9.003,-28.67,-0.234,-0.399,70.296,374.23,3.399,-13.864,-0.057,-13.851,-55.094
0.551,2.222,-9.003,-28.67,-0.234,-0.399,70.295,374.03,3.399,-13.864,-0.024,-14.09,-54.946
-0.067,1.762,-8.907,-12.74,0.315,-0.154,70.297,373.953,-0.423,-11.191,-0.026,-14.152,-54.896
-0.067,1.762,-8.907,-12.74,0.315,-0.154,70.299,373.864,-0.423,-11.191,-0.027,-14.228,-54.834
-0.067,1.762,-8.907,-12.74,0.315,-0.154,70.301,373.775,-0.423,-11.191,-0.029,-14.303,-54.774
-2.27,2.227,-9.328,-2.059,2.879,1.921,70.318,373.763,-13.316,-13.426,-0.141,-14.309,-54.645
-2.27,2.227,-9.328,-2.059,2.879,1.921,70.338,373.748,-13.316,-13.426,-0.249,-14.318,-54.519
-2.902,1.997,-9.822,-1.631,3.611,1.799,70.364,373.737,-16.148,-11.492,-0.378,-14.303,-54.389
-2.902,1.997,-9.822,-1.631,3.611,1.799,70.389,373.725,-16.148,-11.492,-0.506,-14.288,-54.261
-2.902,1.997,-9.822,-1.631,3.611,1.799,70.414,373.714,-16.148,-11.492,-0.632,-14.274,-54.134
-2.332,1.829,-10.473,-12.679,2.207,2.47,70.428,373.638,-12.372,-9.908,-0.734,-14.321,-53.987
-2.332,1.829,-10.473,-12.679,2.207,2.47,70.443,373.549,-12.372,-9.908,-0.832,-14.382,-53.831
-2.332,1.829,-10.473,-12.679,2.207,2.47,70.456,373.473,-12.372,-9.908,-0.931,-14.428,-53.687
-2.332,1.829,-10.473,-12.679,2.207,2.47,70.472,373.384,-12.372,-9.908,-1.027,-14.488,-53.534
-1.939,1.935,-9.98,-33.553,0.62,2.287,70.475,373.183,-10.801,-10.971,-1.121,-14.692,-52.059
-1.939,1.935,-9.98,-33.553,0.62,2.287,70.48,372.948,-10.801,-10.971,-1.212,-14.934,-51.753
-1.939,1.935,-9.98,-33.553,0.62,2.287,70.484,372.713,-10.801,-10.971,-1.303,-15.173,-51.447
0.9,2.38,-8.734,-40.389,-0.112,2.226,70.483,372.471,5.679,-15.242,-1.234,-15.462,-51.266
0.9,2.38,-8.734,-40.389,-0.112,2.226,70.483,372.188,5.679,-15.242,-1.166,-15.795,-51.042
-0.623,2.605,-8.548,-18.966,-0.784,3.019,70.476,372.036,-3.985,-16.949,-1.202,-15.987,-50.829
-0.623,2.605,-8.548,-18.966,-0.784,3.019,70.471,371.904,-3.985,-16.949,-1.236,-16.155,-50.639
-0.623,2.605,-8.548,-18.966,-0.784,3.019,70.466,371.79,-3.985,-16.949,-1.269,-16.298,-50.471
-0.872,2.327,-9.213,4.838,0.437,3.813,70.469,371.824,-5.24,-14.176,-1.305,-16.236,-50.488
-0.872,2.327,-9.213,4.838,0.437,3.813,70.472,371.858,-5.24,-14.176,-1.341,-16.175,-50.505
-0.872,2.327,-9.213,4.838,0.437,3.813,70.475,371.887,-5.24,-14.176,-1.377,-16.121,-50.516
0.618,2.514,-9.726,8.501,0.132,4.179,70.476,371.955,3.519,-14.493,-1.326,-16.024,-50.66
0.618,2.514,-9.726,8.501,0.132,4.179,70.477,372.014,3.519,-14.493,-1.277,-15.938,-50.792
0.618,2.514,-9.726,8.501,0.132,4.179,70.478,372.074,3.519,-14.493,-1.228,-15.853,-50.922
1.547,2.38,-9.822,0.627,-1.394,3.386,70.469,372.077,8.702,-13.621,-1.138,-15.826,-51.044
1.547,2.38,-9.822,0.627,-1.394,3.386,70.458,372.082,8.702,-13.621,-1.053,-15.798,-51.162
1.547,2.38,-9.822,0.627,-1.394,3.386,70.45,372.086,8.702,-13.621,-0.966,-15.772,-51.282
2.131,1.82,-9.754,-10.176,-2.798,3.996,70.43,372.015,12.12,-10.567,-0.858,-15.804,-52.713
2.131,1.82,-9.754,-10.176,-2.798,3.996,70.411,371.944,12.12,-10.567,-0.752,-15.837,-52.807
2.131,1.82,-9.754,-10.176,-2.798,3.996,70.394,371.883,12.12,-10.567,-0.643,-15.856,-52.916
1.092,2.773,-9.673,-16.402,-2.432,5.217,70.377,371.768,6.192,-15.994,-0.595,-15.994,-52.849
1.092,2.773,-9.673,-16.402,-2.432,5.217,70.362,371.669,6.192,-15.994,-0.544,-16.111,-52.803
1.092,2.773,-9.673,-16.402,-2.432,5.217,70.345,371.555,6.192,-15.994,-0.497,-16.246,-52.736
1.164,2.888,-8.117,-5.66,-2.004,3.691,70.331,371.515,7.692,-19.583,-0.432,-16.327,-52.74
1.164,2.888,-8.117,-5.66,-2.004,3.691,70.317,371.475,7.692,-19.583,-0.367,-16.406,-52.745
1.164,2.888,-8.117,-5.66,-2.004,3.691,70.305,371.441,7.692,-19.583,-0.301,-16.478,-52.758
0.594,1.523,-9.209,19.487,3.733,-0.093,70.331,371.578,3.64,-9.39,-0.23,-16.246,-53.053
0.594,1.523,-9.209,19.487,3.733,-0.093,70.358,371.714,3.64,-9.39,-0.161,-16.015,-53.341
0.594,1.523,-9.209,19.487,3.733,-0.093,70.384,371.851,3.64,-9.39,-0.092,-15.787,-53.625
0.053,2.548,-8.806,51.653,1.231,1.005,70.391,372.161,0.329,-16.135,-0.079,-15.422,-53.956
0.053,2.548,-8.806,51.653,1.231,1.005,70.4,372.522,0.329,-16.135,-0.064,-14.999,-54.332
0.053,2.548,-8.806,51.653,1.231,1.005,70.407,372.832,0.329,-16.135,-0.052,-14.643,-54.644
-0.029,1.695,-10.832,62.762,-0.234,1.371,70.405,373.271,-0.15,-8.895,-0.055,-14.063,-55.111
-0.029,1.695,-10.832,62.762,-0.234,1.371,70.404,373.711,-0.15,-8.895,-0.057,-13.49,-55.561
-0.029,1.695,-10.832,62.762,-0.234,1.371,70.402,374.15,-0.15,-8.895,-0.06,-12.922,-55.994
-0.263,1.35,-10.909,28.581,-0.417,1.371,70.4,374.321,-1.373,-7.057,-0.076,-12.659,-54.659
-0.263,1.35,-10.909,28.581,-0.417,1.371,70.396,374.55,-1.373,-7.057,-0.093,-12.332,-54.902
-0.263,1.35,-10.909,28.581,-0.417,1.371,70.394,374.722,-1.373,-7.057,-0.109,-12.075,-55.086
-0.666,1.647,-10.104,-18.355,-0.295,1.677,70.392,374.593,-3.72,-9.26,-0.148,-12.2,-54.945
-0.666,1.647,-10.104,-18.355,-0.295,1.677,70.389,374.446,-3.72,-9.26,-0.186,-12.345,-54.787
-0.666,1.647,-10.104,-18.355,-0.295,1.677,70.387,374.318,-3.72,-9.26,-0.224,-12.467,-54.647
-0.215,2.016,-9.199,-42.342,0.254,1.921,70.389,374.021,-1.311,-12.361,-0.233,-12.818,-54.353
-0.215,2.016,-9.199,-42.342,0.254,1.921,70.391,373.767,-1.311,-12.361,-0.242,-13.115,-54.099
-0.215,2.016,-9.199,-42.342,0.254,1.921,70.392,373.471,-1.311,-12.361,-0.25,-13.459,-53.801
-0.11,2.37,-8.816,-36.544,1.414,1.555,70.402,373.215,-0.691,-15.05,-0.243,-13.779,-53.538
-0.11,2.37,-8.816,-36.544,1.414,1.555,70.412,372.959,-0.691,-15.05,-0.236,-14.096,-53.273
-0.11,2.37,-8.816,-36.544,1.414,1.555,70.421,372.74,-0.691,-15.05,-0.23,-14.366,-53.043
-0.273,2.418,-8.883,-15.487,1.902,1.433,70.434,372.632,-1.698,-15.229,-0.229,-14.503,-52.923
-0.273,2.418,-8.883,-15.487,1.902,1.433,70.447,372.523,-1.698,-15.229,-0.228,-14.639,-52.803
-0.273,2.418,-8.883,-15.487,1.902,1.433,70.459,372.43,-1.698,-15.229,-0.229,-14.756,-52.697
-0.057,2.294,-9.209,4.106,1.475,1.677,70.469,372.459,-0.347,-13.987,-0.218,-14.714,-52.748
-0.057,2.294,-9.209,4.106,1.475,1.677,70.479,372.488,-0.347,-13.987,-0.207,-14.672,-52.798
-0.057,2.294,-9.209,4.106,1.475,1.677,70.488,372.512,-0.347,-13.987,-0.198,-14.636,-52.841
0.177,2.26,-9.405,17.656,0.376,1.738,70.491,372.636,1.049,-13.513,-0.182,-14.478,-56.031
0.177,2.26,-9.405,17.656,0.376,1.738,70.493,372.742,1.049,-13.513,-0.167,-14.343,-56.157
0.177,2.26,-9.405,17.656,0.376,1.738,70.496,372.866,1.049,-13.513,-0.152,-14.188,-56.297
0.613,2.016,-9.649,25.53,-0.784,1.677,70.491,373.019,3.558,-11.801,-0.12,-13.982,-56.495
0.613,2.016,-9.649,25.53,-0.784,1.677,70.485,373.223,3.558,-11.801,-0.091,-13.717,-56.734
0.613,2.016,-9.649,25.53,-0.784,1.677,70.48,373.376,3.558,-11.801,-0.06,-13.516,-56.923
-0.34,1.92,-9.525,23.271,-0.784,1.433,70.475,373.539,-2.004,-11.399,-0.086,-13.301,-57.055
-0.34,1.92,-9.525,23.271,-0.784,1.433,70.469,373.702,-2.004,-11.399,-0.112,-13.089,-57.185
-0.34,1.92,-9.525,23.271,-0.784,1.433,70.464,373.842,-2.004,-11.399,-0.136,-12.906,-57.292
-1.073,1.939,-9.424,18.022,0.254,1.371,70.466,373.968,-6.361,-11.629,-0.196,-12.744,-57.343
-1.073,1.939,-9.424,18.022,0.254,1.371,70.468,374.076,-6.361,-11.629,-0.256,-12.604,-57.377
-1.073,1.939,-9.424,18.022,0.254,1.371,70.469,374.202,-6.361,-11.629,-0.315,-12.444,-57.426
-0.852,1.906,-9.769,12.651,0.864,1.86,70.475,374.291,-4.895,-11.04,-0.354,-12.325,-57.469
-0.852,1.906,-9.769,12.651,0.864,1.86,70.482,374.379,-4.895,-11.04,-0.392,-12.207,-57.511
0.57,1.896,-9.592,7.097,0.315,2.409,70.484,374.429,3.336,-11.183,-0.352,-12.138,-57.606
0.57,1.896,-9.592,7.097,0.315,2.409,70.486,374.471,3.336,-11.183,-0.313,-12.078,-57.692
0.57,1.896,-9.592,7.097,0.315,2.409,70.488,374.521,3.336,-11.183,-0.274,-12.01,-57.784
1.111,1.791,-9.687,11.125,-0.906,2.409,70.482,374.599,6.434,-10.474,-0.214,-11.902,-57.769
1.111,1.791,-9.687,11.125,-0.906,2.409,70.476,374.666,6.434,-10.474,-0.154,-11.808,-57.898
1.111,1.791,-9.687,11.125,-0.906,2.409,70.47,374.744,6.434,-10.474,-0.096,-11.702,-58.033
-0.172,1.915,-9.276,16.069,-1.821,2.043,70.459,374.84,-1.043,-11.668,-0.118,-11.587,-58.086
-0.172,1.915,-9.276,16.069,-1.821,2.043,70.446,374.952,-1.043,-11.668,-0.143,-11.455,-58.149
-0.172,1.915,-9.276,16.069,-1.821,2.043,70.433,375.065,-1.043,-11.668,-0.167,-11.323,-58.211
-0.795,2.03,-9.036,29.07,-2.309,2.104,70.417,375.268,-4.906,-12.664,-0.234,-11.095,-58.292
-0.795,2.03,-9.036,29.07,-2.309,2.104,70.401,375.472,-4.906,-12.664,-0.3,-10.869,-58.371
-0.795,2.03,-9.036,29.07,-2.309,2.104,70.385,375.675,-4.906,-12.664,-0.365,-10.645,-58.448
-1.643,2.016,-8.423,57.085,-2.737,2.226,70.368,376.018,-10.738,-13.46,-0.488,-10.266,-58.564
-1.643,2.016,-8.423,57.085,-2.737,2.226,70.349,376.418,-10.738,-13.46,-0.613,-9.823,-58.717
-1.643,2.016,-8.423,57.085,-2.737,2.226,70.33,376.817,-10.738,-13.46,-0.737,-9.385,-58.865
-2.385,3.309,-8.988,95.782,-2.248,1.371,70.314,377.488,-13.981,-20.211,-0.888,-8.697,-59.136
-2.385,3.309,-8.988,95.782,-2.248,1.371,70.301,378.062,-13.981,-20.211,-1.035,-8.129,-59.332
-2.385,3.309,-8.988,95.782,-2.248,1.371,70.285,378.733,-13.981,-20.211,-1.184,-7.453,-59.585
-0.675,-1.575,-15.151,93.158,-0.539,5.705,70.281,379.385,-2.538,5.936,-1.202,-6.545,-60.082
-0.675,-1.575,-15.151,93.158,-0.539,5.705,70.278,380.037,-2.538,5.936,-1.219,-5.645,-60.554
-0.675,-1.575,-15.151,93.158,-0.539,5.705,70.274,380.689,-2.538,5.936,-1.237,-4.755,-61.004
-0.01,-1.087,-6.953,-3.096,2.696,4.79,70.293,380.667,-0.078,8.885,-1.203,-4.644,-61.09
-0.01,-1.087,-6.953,-3.096,2.696,4.79,70.312,380.646,-0.078,8.885,-1.169,-4.535,-61.176
-0.01,-1.087,-6.953,-3.096,2.696,4.79,70.33,380.624,-0.078,8.885,-1.136,-4.426,-61.26
-0.474,6.244,-3.05,-43.197,-1.76,1.677,70.32,380.365,-3.902,-63.965,-1.176,-5.329,-57.016
-0.474,6.244,-3.05,-43.197,-1.76,1.677,70.308,380.063,-3.902,-63.965,-1.218,-6.275,-56.449
-0.474,6.244,-3.05,-43.197,-1.76,1.677,70.295,379.76,-3.902,-63.965,-1.26,-7.211,-55.865
-3.405,3.113,-10.65,18.266,2.818,7.414,70.312,379.87,-17.059,-16.292,-1.398,-7.172,-55.772
-3.405,3.113,-10.65,18.266,2.818,7.414,70.332,379.998,-17.059,-16.292,-1.531,-7.111,-55.696
-3.405,3.113,-10.65,18.266,2.818,7.414,70.349,380.107,-17.059,-16.292,-1.666,-7.073,-55.606
6.038,1.389,-7.159,82.659,1.048,-3.939,70.356,380.686,39.626,-10.978,-1.244,-6.424,-56.342
6.038,1.389,-7.159,82.659,1.048,-3.939,70.362,381.182,39.626,-10.978,-0.828,-5.881,-56.998
6.038,1.389,-7.159,82.659,1.048,-3.939,70.369,381.678,39.626,-10.978,-0.416,-5.342,-57.637
2.854,-1.092,-12.57,124.469,0.437,3.691,70.372,382.549,12.746,4.964,-0.281,-4.204,-58.343
2.854,-1.092,-12.57,124.469,0.437,3.691,70.374,383.296,12.746,4.964,-0.148,-3.225,-58.937
2.854,-1.092,-12.57,124.469,0.437,3.691,70.377,384.167,12.746,4.964,-0.015,-2.108,-59.568
-0.991,-0.306,-10.367,53.24,1.536,0.822,70.388,384.54,-5.459,1.693,-0.057,-1.628,-59.754
-0.991,-0.306,-10.367,53.24,1.536,0.822,70.399,384.913,-5.459,1.693,-0.098,-1.152,-59.934
-0.991,-0.306,-10.367,53.24,1.536,0.822,70.408,385.232,-5.459,1.693,-0.141,-0.744,-60.081
-0.508,0.297,-9.295,23.576,1.231,0.883,70.417,385.397,-3.124,-1.83,-0.16,-0.559,-60.146
-0.508,0.297,-9.295,23.576,1.231,0.883,70.425,385.562,-3.124,-1.83,-0.18,-0.375,-60.211
-0.508,0.297,-9.295,23.576,1.231,0.883,70.433,385.703,-3.124,-1.83,-0.2,-0.222,-60.261
2.433,0.048,-9.386,40.911,-0.417,1.555,70.43,385.99,14.53,-0.292,-0.056,0.118,-57.737
2.433,0.048,-9.386,40.911,-0.417,1.555,70.427,386.276,14.53,-0.292,0.086,0.454,-57.991
2.433,0.048,-9.386,40.911,-0.417,1.555,70.424,386.563,14.53,-0.292,0.227,0.787,-58.24
1.575,-0.283,-9.774,48.662,-0.417,2.348,70.421,386.855,9.153,1.656,0.313,1.142,-58.456
1.575,-0.283,-9.774,48.662,-0.417,2.348,70.419,387.147,9.153,1.656,0.399,1.494,-58.667
1.575,-0.283,-9.774,48.662,-0.417,2.348,70.416,387.487,9.153,1.656,0.483,1.901,-58.896
-0.441,-0.895,-10.578,36.943,0.62,2.958,70.42,387.709,-2.376,4.839,0.459,2.193,-58.999
-0.441,-0.895,-10.578,36.943,0.62,2.958,70.424,387.967,-2.376,4.839,0.435,2.527,-59.119
-0.441,-0.895,-10.578,36.943,0.62,2.958,70.428,388.226,-2.376,4.839,0.412,2.857,-59.235
-2.351,-0.733,-9.826,11.552,1.78,1.921,70.441,388.307,-13.421,4.264,0.289,2.967,-59.195
-2.351,-0.733,-9.826,11.552,1.78,1.921,70.453,388.388,-13.421,4.264,0.167,3.076,-59.156
-2.351,-0.733,-9.826,11.552,1.78,1.921,70.466,388.469,-13.421,4.264,0.046,3.184,-59.118
-1.025,-0.196,-8.825,7.463,3.367,0.944,70.489,388.521,-6.622,1.274,0.007,3.227,-59.109
-1.025,-0.196,-8.825,7.463,3.367,0.944,70.513,388.573,-6.622,1.274,-0.031,3.27,-59.101
-1.025,-0.196,-8.825,7.463,3.367,0.944,70.536,388.625,-6.622,1.274,-0.069,3.312,-59.093
-0.163,-0.694,-10.54,21.623,3.245,1.066,70.562,388.798,-0.883,3.769,-0.047,3.522,-59.191
-0.163,-0.694,-10.54,21.623,3.245,1.066,70.585,388.95,-0.883,3.769,-0.028,3.704,-59.275
-0.034,-0.747,-10.43,3.74,0.803,1.433,70.59,388.972,-0.184,4.097,-0.024,3.735,-56.737
-0.034,-0.747,-10.43,3.74,0.803,1.433,70.596,388.998,-0.184,4.097,-0.019,3.77,-56.754
-0.034,-0.747,-10.43,3.74,0.803,1.433,70.601,389.025,-0.184,4.097,-0.014,3.804,-56.771
0.254,-0.819,-10.109,-21.285,-0.539,1.31,70.598,388.897,1.434,4.631,-0.003,3.661,-56.72
0.254,-0.819,-10.109,-21.285,-0.539,1.31,70.594,388.748,1.434,4.631,0.007,3.493,-56.658
0.254,-0.819,-10.109,-21.285,-0.539,1.31,70.59,388.599,1.434,4.631,0.017,3.328,-56.596
-2.155,-0.311,-9.012,-33.981,0.315,1.249,70.593,388.361,-13.44,1.978,-0.115,3.032,-56.39
-2.155,-0.311,-9.012,-33.981,0.315,1.249,70.595,388.123,-13.44,1.978,-0.246,2.738,-56.184
-2.155,-0.311,-9.012,-33.981,0.315,1.249,70.597,387.885,-13.44,1.978,-0.375,2.448,-55.978
-2.461,-0.426,-9.596,-19.393,2.146,0.639,70.612,387.75,-14.372,2.543,-0.497,2.288,-55.831
-2.461,-0.426,-9.596,-19.393,2.146,0.639,70.627,387.614,-14.372,2.543,-0.618,2.129,-55.684
-2.461,-0.426,-9.596,-19.393,2.146,0.639,70.642,387.478,-14.372,2.543,-0.738,1.972,-55.539
-1.077,-0.33,-9.994,-7.064,2.146,-0.826,70.655,387.436,-6.15,1.894,-0.777,1.921,-55.491
-1.077,-0.33,-9.994,-7.064,2.146,-0.826,70.672,387.379,-6.15,1.894,-0.81,1.854,-55.44
-1.077,-0.33,-9.994,-7.064,2.146,-0.826,70.687,387.33,-6.15,1.894,-0.846,1.795,-55.391
-2.481,-0.345,-9.831,-11.58,0.62,-1.619,70.691,387.26,-14.153,2.009,-0.974,1.715,-55.273
-2.481,-0.345,-9.831,-11.58,0.62,-1.619,70.695,387.179,-14.153,2.009,-1.101,1.621,-55.15
-2.481,-0.345,-9.831,-11.58,0.62,-1.619,70.699,387.11,-14.153,2.009,-1.227,1.543,-55.034
1.101,-0.057,-9.745,-12.557,-0.173,-1.986,70.698,387.022,6.448,0.338,-1.152,1.426,-58.748
1.101,-0.057,-9.745,-12.557,-0.173,-1.986,70.697,386.934,6.448,0.338,-1.077,1.311,-58.749
1.101,-0.057,-9.745,-12.557,-0.173,-1.986,70.696,386.859,6.448,0.338,-1.003,1.212,-58.758
1.93,-0.35,-9.127,-1.753,-0.723,-0.826,70.691,386.848,11.93,2.193,-0.879,1.209,-58.848
1.93,-0.35,-9.127,-1.753,-0.723,-0.826,70.686,386.836,11.93,2.193,-0.757,1.204,-58.936
1.93,-0.35,-9.127,-1.753,-0.723,-0.826,70.681,386.823,11.93,2.193,-0.636,1.2,-59.024
-1.48,-0.326,-9.175,11.613,-0.539,0.334,70.677,386.905,-9.156,2.033,-0.726,1.305,-59.005
-1.48,-0.326,-9.175,11.613,-0.539,0.334,70.674,386.974,-9.156,2.033,-0.814,1.395,-58.981
-1.48,-0.326,-9.175,11.613,-0.539,0.334,70.67,387.056,-9.156,2.033,-0.902,1.498,-58.964
-0.924,-0.053,-9.271,27.178,-0.356,0.151,70.668,387.246,-5.693,0.326,-0.953,1.712,-59.024
-0.924,-0.053,-9.271,27.178,-0.356,0.151,70.666,387.409,-5.693,0.326,-1.003,1.892,-59.069
-0.924,-0.053,-9.271,27.178,-0.356,0.151,70.663,387.599,-5.693,0.326,-1.052,2.102,-59.128
5.579,-0.814,-10.487,35.112,0.193,0.09,70.664,387.845,27.94,4.439,-0.761,2.417,-59.477
5.579,-0.814,-10.487,35.112,0.193,0.09,70.666,388.091,27.94,4.439,-0.472,2.73,-59.819
5.579,-0.814,-10.487,35.112,0.193,0.09,70.667,388.302,27.94,4.439,-0.187,2.997,-60.136
5.086,-0.292,-10.099,20.708,0.681,0.761,70.672,388.446,26.718,1.657,0.088,3.156,-60.399
5.086,-0.292,-10.099,20.708,0.681,0.761,70.677,388.591,26.718,1.657,0.36,3.313,-60.658
5.086,-0.292,-10.099,20.708,0.681,0.761,70.681,388.736,26.718,1.657,0.629,3.469,-60.914
-0.828,-0.781,-9.616,9.599,-0.661,3.019,70.677,388.804,-4.908,4.641,0.568,3.56,-60.906
-0.828,-0.781,-9.616,9.599,-0.661,3.019,70.673,388.861,-4.908,4.641,0.509,3.639,-60.895
-0.828,-0.781,-9.616,9.599,-0.661,3.019,70.668,388.928,-4.908,4.641,0.449,3.729,-60.887
-1.461,-0.474,-9.438,9.416,0.376,2.592,70.67,388.985,-8.785,2.875,0.359,3.788,-57.241
-1.461,-0.474,-9.438,9.416,0.376,2.592,70.673,389.051,-8.785,2.875,0.271,3.857,-57.21
-1.461,-0.474,-9.438,9.416,0.376,2.592,70.675,389.107,-8.785,2.875,0.183,3.914,-57.175
-1.786,-0.857,-9.812,14.909,0.986,2.165,70.682,389.212,-10.279,4.993,0.087,4.049,-57.168
-1.786,-0.857,-9.812,14.909,0.986,2.165,70.689,389.316,-10.279,4.993,-0.009,4.183,-57.162
-1.786,-0.857,-9.812,14.909,0.986,2.165,70.696,389.42,-10.279,4.993,-0.103,4.315,-57.156
-1.001,-0.929,-10.133,10.332,0.803,1.494,70.701,389.482,-5.617,5.238,-0.153,4.397,-57.159
-1.001,-0.929,-10.133,10.332,0.803,1.494,70.706,389.544,-5.617,5.238,-0.201,4.48,-57.162
-1.001,-0.929,-10.133,10.332,0.803,1.494,70.71,389.606,-5.617,5.238,-0.25,4.561,-57.165
0.019,-0.833,-9.874,-3.34,0.254,1.066,70.712,389.583,0.111,4.823,-0.244,4.536,-57.158
0.019,-0.833,-9.874,-3.34,0.254,1.066,70.714,389.56,0.111,4.823,-0.239,4.511,-57.151
0.019,-0.833,-9.874,-3.34,0.254,1.066,70.715,389.54,0.111,4.823,-0.233,4.49,-57.145
-0.053,-0.656,-9.333,-9.566,0.437,0.883,70.719,389.473,-0.323,4.021,-0.231,4.406,-57.11
-0.053,-0.656,-9.333,-9.566,0.437,0.883,70.722,389.406,-0.323,4.021,-0.228,4.322,-57.076
-0.053,-0.656,-9.333,-9.566,0.437,0.883,70.725,389.339,-0.323,4.021,-0.225,4.24,-57.041
0.091,-0.584,-9.429,-3.401,1.597,1.005,70.736,389.315,0.552,3.546,-0.204,4.205,-57.04
0.091,-0.584,-9.429,-3.401,1.597,1.005,70.745,389.294,0.552,3.546,-0.185,4.174,-57.039
0.091,-0.584,-9.429,-3.401,1.597,1.005,70.755,389.274,0.552,3.546,-0.166,4.143,-57.038
0.541,-0.666,-9.841,5.205,1.902,1.005,70.768,389.31,3.14,3.87,-0.117,4.184,-56.491
0.541,-0.666,-9.841,5.205,1.902,1.005,70.78,389.342,3.14,3.87,-0.071,4.218,-56.536
0.541,-0.666,-9.841,5.205,1.902,1.005,70.795,389.383,3.14,3.87,-0.021,4.264,-56.588
0.278,-0.757,-10.066,5.632,1.109,1.249,70.803,389.423,1.576,4.299,0.004,4.311,-56.625
0.278,-0.757,-10.066,5.632,1.109,1.249,70.809,389.457,1.576,4.299,0.028,4.351,-56.657
0.278,-0.757,-10.066,5.632,1.109,1.249,70.817,389.496,1.576,4.299,0.052,4.397,-56.693
0.239,-0.714,-9.793,-0.35,-0.661,1.494,70.812,389.493,1.397,4.167,0.06,4.392,-56.696
0.239,-0.714,-9.793,-0.35,-0.661,1.494,70.808,389.491,1.397,4.167,0.068,4.387,-56.698
-0.517,-0.766,-9.505,-4.439,-0.845,1.677,70.802,389.46,-3.104,4.608,0.029,4.352,-56.659
-0.517,-0.766,-9.505,-4.439,-0.845,1.677,70.797,389.433,-3.104,4.608,-0.008,4.323,-56.622
-0.517,-0.766,-9.505,-4.439,-0.845,1.677,70.791,389.402,-3.104,4.608,-0.046,4.289,-56.583
-0.517,-0.766,-9.505,-4.439,-0.845,1.677,70.786,389.376,-3.104,4.608,-0.083,4.261,-56.547
-0.407,-0.661,-9.362,-3.401,0.62,1.494,70.79,389.352,-2.483,4.038,-0.101,4.23,-56.522
-0.407,-0.661,-9.362,-3.401,0.62,1.494,70.795,389.328,-2.483,4.038,-0.12,4.2,-56.497
-0.321,-0.709,-9.635,0.139,2.085,1.371,70.807,389.329,-1.902,4.207,-0.123,4.201,-56.495
-0.321,-0.709,-9.635,0.139,2.085,1.371,70.82,389.33,-1.902,4.207,-0.126,4.202,-56.494
-0.321,-0.709,-9.635,0.139,2.085,1.371,70.832,389.331,-1.902,4.207,-0.129,4.203,-56.492
-0.508,-0.785,-9.951,-0.167,2.451,1.249,70.852,389.329,-2.911,4.513,-0.133,4.205,-58.909
-0.508,-0.785,-9.951,-0.167,2.451,1.249,70.866,389.328,-2.911,4.513,-0.144,4.206,-58.902
-0.508,-0.785,-9.951,-0.167,2.451,1.249,70.884,389.327,-2.911,4.513,-0.151,4.208,-58.898
-0.283,-0.694,-10.047,-5.782,1.719,0.944,70.896,389.287,-1.607,3.954,-0.151,4.157,-58.877
-0.283,-0.694,-10.047,-5.782,1.719,0.944,70.906,389.252,-1.607,3.954,-0.154,4.114,-58.857
-0.283,-0.694,-10.047,-5.782,1.719,0.944,70.918,389.211,-1.607,3.954,-0.154,4.065,-58.836
-0.311,-0.709,-10.047,-14.327,0.742,0.7,70.922,389.125,-1.77,4.035,-0.165,3.962,-58.786
-0.311,-0.709,-10.047,-14.327,0.742,0.7,70.928,389.025,-1.77,4.035,-0.175,3.844,-58.73
-0.311,-0.709,-10.047,-14.327,0.742,0.7,70.932,388.939,-1.77,4.035,-0.185,3.743,-58.68
-0.311,-0.709,-10.047,-14.327,0.742,0.7,70.937,388.839,-1.77,4.035,-0.195,3.627,-58.624
0.852,-0.508,-9.788,-21.956,0.01,0.395,70.937,388.685,4.97,2.969,-0.143,3.438,-58.579
0.852,-0.508,-9.788,-21.956,0.01,0.395,70.937,388.531,4.97,2.969,-0.092,3.251,-58.535
0.852,-0.508,-9.788,-21.956,0.01,0.395,70.937,388.4,4.97,2.969,-0.041,3.091,-58.502
1.413,-0.316,-9.022,-19.454,-0.173,0.639,70.936,388.264,8.894,2.006,0.047,2.919,-58.489
1.413,-0.316,-9.022,-19.454,-0.173,0.639,70.935,388.147,8.894,2.006,0.134,2.771,-58.487
1.413,-0.316,-9.022,-19.454,-0.173,0.639,70.934,388.011,8.894,2.006,0.22,2.602,-58.475
-0.56,-0.45,-8.955,-3.035,1.536,1.371,70.943,387.992,-3.576,2.878,0.193,2.583,-58.447
-0.56,-0.45,-8.955,-3.035,1.536,1.371,70.954,387.971,-3.576,2.878,0.168,2.56,-58.419
-0.56,-0.45,-8.955,-3.035,1.536,1.371,70.965,387.95,-3.576,2.878,0.144,2.538,-58.392
-1.058,-0.527,-9.429,12.712,3.916,1.371,70.988,388.026,-6.394,3.198,0.106,2.636,-57.721
-1.058,-0.527,-9.429,12.712,3.916,1.371,71.016,388.115,-6.394,3.198,0.074,2.747,-57.748
-1.058,-0.527,-9.429,12.712,3.916,1.371,71.043,388.204,-6.394,3.198,0.042,2.857,-57.774
-0.034,-0.565,-10.018,17.412,4.527,1.249,71.07,388.309,-0.191,3.228,0.071,2.985,-57.852
-0.034,-0.565,-10.018,17.412,4.527,1.249,71.102,388.431,-0.191,3.228,0.106,3.132,-57.941
