accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac,speed
-0.101,1.111,-9.673,2.453,0.069,0.086,-38.826,1200.91,-0.592,-6.552,-0.738,-6.573,-64.255,-710.591
-0.101,1.111,-9.673,2.453,0.069,0.086,-38.826,1200.93,-0.592,-6.552,-0.736,-6.553,-64.273,-710.594
-0.172,1.101,-9.711,0.438,0.313,0.147,-38.823,1200.93,-1.011,-6.47,-0.736,-6.549,-64.276,-710.598
-0.172,1.101,-9.711,0.438,0.313,0.147,-38.821,1200.93,-1.011,-6.47,-0.736,-6.544,-64.279,-710.602
-0.172,1.101,-9.711,0.438,0.313,0.147,-38.819,1200.94,-1.011,-6.47,-0.737,-6.54,-64.282,-710.607
-0.115,1.106,-9.798,-1.881,0.374,0.086,-38.816,1200.92,-0.668,-6.442,-0.733,-6.554,-64.277,-710.609
-0.115,1.106,-9.798,-1.881,0.374,0.086,-38.814,1200.91,-0.668,-6.442,-0.729,-6.568,-64.272,-710.612
-0.115,1.106,-9.798,-1.881,0.374,0.086,-38.811,1200.9,-0.668,-6.442,-0.726,-6.582,-64.267,-710.615
-0.096,1.121,-9.822,-5.177,-0.114,0.208,-38.812,1200.86,-0.555,-6.509,-0.725,-6.622,-64.238,-710.618
-0.096,1.121,-9.822,-5.177,-0.114,0.208,-38.813,1200.82,-0.555,-6.509,-0.724,-6.662,-64.209,-710.62
-0.105,1.14,-9.74,-7.802,-0.907,0.33,-38.819,1200.77,-0.615,-6.674,-0.73,-6.725,-62.872,-710.623
-0.105,1.14,-9.74,-7.802,-0.907,0.33,-38.825,1200.71,-0.615,-6.674,-0.736,-6.786,-62.815,-710.625
-0.105,1.14,-9.74,-7.802,-0.907,0.33,-38.832,1200.66,-0.615,-6.674,-0.742,-6.847,-62.757,-710.628
-0.072,1.168,-9.721,-8.29,-1.823,0.33,-38.845,1200.6,-0.42,-6.854,-0.754,-6.914,-62.688,-710.63
-0.072,1.168,-9.721,-8.29,-1.823,0.33,-38.857,1200.54,-0.42,-6.854,-0.765,-6.979,-62.618,-710.632
-0.072,1.168,-9.721,-8.29,-1.823,0.33,-38.87,1200.49,-0.42,-6.854,-0.776,-7.044,-62.549,-710.633
-0.144,1.212,-9.577,-6.642,-2.433,0.33,-38.887,1200.44,-0.853,-7.21,-0.796,-7.098,-62.475,-710.637
-0.144,1.212,-9.577,-6.642,-2.433,0.33,-38.907,1200.39,-0.853,-7.21,-0.819,-7.16,-62.39,-710.641
-0.144,1.212,-9.577,-6.642,-2.433,0.33,-38.924,1200.34,-0.853,-7.21,-0.839,-7.213,-62.317,-710.645
-0.206,1.207,-9.448,-3.041,-2.433,0.33,-38.943,1200.32,-1.238,-7.279,-0.865,-7.242,-62.254,-710.651
-0.206,1.207,-9.448,-3.041,-2.433,0.33,-38.962,1200.29,-1.238,-7.279,-0.891,-7.27,-62.191,-710.657
-0.249,1.216,-9.414,1.049,-1.518,0.208,-38.973,1200.3,-1.503,-7.362,-0.909,-7.262,-62.17,-710.663
-0.249,1.216,-9.414,1.049,-1.518,0.208,-38.984,1200.31,-1.503,-7.362,-0.927,-7.255,-62.148,-710.669
-0.249,1.216,-9.414,1.049,-1.518,0.208,-38.994,1200.31,-1.503,-7.362,-0.945,-7.248,-62.127,-710.676
-0.144,1.154,-9.606,4.223,-0.358,0.147,-38.997,1200.35,-0.851,-6.851,-0.947,-7.205,-62.158,-710.68
-0.144,1.154,-9.606,4.223,-0.358,0.147,-39,1200.38,-0.851,-6.851,-0.949,-7.168,-62.186,-710.683
-0.144,1.154,-9.606,4.223,-0.358,0.147,-39.002,1200.41,-0.851,-6.851,-0.951,-7.131,-62.213,-710.687
-0.249,1.168,-9.553,5.443,0.374,0.086,-39,1200.44,-1.482,-6.973,-0.953,-7.086,-65.182,-710.693
-0.249,1.168,-9.553,5.443,0.374,0.086,-38.997,1200.49,-1.482,-6.973,-0.955,-7.036,-65.216,-710.7
-0.249,1.168,-9.553,5.443,0.374,0.086,-38.994,1200.53,-1.482,-6.973,-0.957,-6.992,-65.245,-710.707
-0.263,1.144,-9.453,7.274,1.168,-0.097,-38.986,1200.58,-1.584,-6.903,-0.954,-6.933,-65.293,-710.713
-0.263,1.144,-9.453,7.274,1.168,-0.097,-38.978,1200.63,-1.584,-6.903,-0.951,-6.875,-65.34,-710.72
-0.263,1.144,-9.453,7.274,1.168,-0.097,-38.969,1200.68,-1.584,-6.903,-0.948,-6.817,-65.386,-710.727
-0.168,1.097,-9.668,9.777,1.656,-0.097,-38.958,1200.75,-0.987,-6.471,-0.935,-6.735,-65.464,-710.731
-0.168,1.097,-9.668,9.777,1.656,-0.097,-38.946,1200.82,-0.987,-6.471,-0.923,-6.655,-65.542,-710.735
0.005,1.054,-9.812,10.387,1.229,0.025,-38.938,1200.89,0.028,-6.128,-0.904,-6.567,-65.634,-710.735
0.005,1.054,-9.812,10.387,1.229,0.025,-38.929,1200.96,0.028,-6.128,-0.884,-6.48,-65.725,-710.735
0.005,1.054,-9.812,10.387,1.229,0.025,-38.922,1201.02,0.028,-6.128,-0.867,-6.405,-65.804,-710.735
-0.12,1.039,-9.678,9.655,0.496,-0.036,-38.919,1201.08,-0.705,-6.129,-0.862,-6.337,-65.86,-710.737
-0.12,1.039,-9.678,9.655,0.496,-0.036,-38.915,1201.15,-0.705,-6.129,-0.856,-6.258,-65.923,-710.74
-0.12,1.039,-9.678,9.655,0.496,-0.036,-38.912,1201.22,-0.705,-6.129,-0.851,-6.179,-65.986,-710.743
-0.139,1.025,-9.716,9.411,0.069,-0.036,-38.911,1201.28,-0.814,-6.021,-0.85,-6.103,-66.04,-710.747
-0.139,1.025,-9.716,9.411,0.069,-0.036,-38.911,1201.35,-0.814,-6.021,-0.849,-6.027,-66.094,-710.75
-0.139,1.025,-9.716,9.411,0.069,-0.036,-38.91,1201.41,-0.814,-6.021,-0.848,-5.952,-66.146,-710.754
-0.115,0.972,-9.764,9.472,-0.297,-0.097,-38.913,1201.49,-0.671,-5.686,-0.849,-5.863,-65.762,-710.757
-0.115,0.972,-9.764,9.472,-0.297,-0.097,-38.915,1201.56,-0.671,-5.686,-0.85,-5.786,-65.812,-710.76
-0.115,0.972,-9.764,9.472,-0.297,-0.097,-38.917,1201.63,-0.671,-5.686,-0.851,-5.698,-65.868,-710.763
-0.201,0.943,-9.501,9.533,-0.541,-0.158,-38.921,1201.7,-1.207,-5.671,-0.858,-5.622,-65.907,-710.768
-0.201,0.943,-9.501,9.533,-0.541,-0.158,-38.925,1201.77,-1.207,-5.671,-0.866,-5.547,-65.945,-710.773
-0.187,0.915,-9.482,12.096,-0.053,-0.219,-38.925,1201.86,-1.123,-5.51,-0.869,-5.436,-66.012,-710.779
-0.187,0.915,-9.482,12.096,-0.053,-0.219,-38.926,1201.95,-1.123,-5.51,-0.872,-5.34,-66.069,-710.784
-0.187,0.915,-9.482,12.096,-0.053,-0.219,-38.926,1202.04,-1.123,-5.51,-0.875,-5.232,-66.134,-710.789
-0.168,0.886,-9.711,17.467,0.619,-0.341,-38.922,1202.17,-0.985,-5.212,-0.871,-5.093,-66.228,-710.793
-0.168,0.886,-9.711,17.467,0.619,-0.341,-38.916,1202.32,-0.985,-5.212,-0.866,-4.915,-66.347,-710.799
-0.168,0.886,-9.711,17.467,0.619,-0.341,-38.912,1202.45,-0.985,-5.212,-0.862,-4.779,-66.437,-710.803
-0.187,0.737,-9.927,17.589,0.252,-0.28,-38.91,1202.57,-1.075,-4.249,-0.863,-4.633,-66.526,-710.808
-0.187,0.737,-9.927,17.589,0.252,-0.28,-38.908,1202.69,-1.075,-4.249,-0.863,-4.489,-66.614,-710.812
-0.182,0.723,-9.893,10.998,-0.297,-0.036,-38.91,1202.77,-1.051,-4.18,-0.867,-4.398,-66.664,-710.817
-0.182,0.723,-9.893,10.998,-0.297,-0.036,-38.912,1202.85,-1.051,-4.18,-0.871,-4.308,-66.712,-710.821
-0.182,0.723,-9.893,10.998,-0.297,-0.036,-38.914,1202.92,-1.051,-4.18,-0.875,-4.22,-66.76,-710.826
-0.134,0.737,-9.802,5.199,-0.48,0.208,-38.918,1202.96,-0.781,-4.302,-0.878,-4.179,-66.926,-710.829
-0.134,0.737,-9.802,5.199,-0.48,0.208,-38.921,1203,-0.781,-4.302,-0.881,-4.139,-66.947,-710.833
-0.134,0.737,-9.802,5.199,-0.48,0.208,-38.925,1203.03,-0.781,-4.302,-0.884,-4.099,-66.968,-710.836
-0.096,0.733,-9.659,3.368,-0.663,0.086,-38.929,1203.06,-0.566,-4.338,-0.886,-4.074,-66.981,-710.839
-0.096,0.733,-9.659,3.368,-0.663,0.086,-38.934,1203.08,-0.566,-4.338,-0.888,-4.05,-66.993,-710.841
-0.096,0.733,-9.659,3.368,-0.663,0.086,-38.938,1203.1,-0.566,-4.338,-0.89,-4.026,-67.005,-710.843
-0.192,0.694,-9.505,4.589,-0.48,-0.097,-38.942,1203.14,-1.151,-4.178,-0.897,-3.991,-67.018,-710.848
-0.192,0.694,-9.505,4.589,-0.48,-0.097,-38.946,1203.17,-1.151,-4.178,-0.904,-3.951,-67.033,-710.854
-0.192,0.694,-9.505,4.589,-0.48,-0.097,-38.949,1203.2,-1.151,-4.178,-0.91,-3.917,-67.045,-710.859
-0.163,0.67,-9.654,7.58,-0.114,0.147,-38.95,1203.26,-0.964,-3.972,-0.911,-3.857,-67.081,-710.863
-0.163,0.67,-9.654,7.58,-0.114,0.147,-38.951,1203.32,-0.964,-3.972,-0.913,-3.789,-67.121,-710.867
-0.168,0.646,-9.711,8.861,0.13,0.086,-38.95,1203.38,-0.987,-3.808,-0.913,-3.719,-67.165,-710.872
-0.168,0.646,-9.711,8.861,0.13,0.086,-38.949,1203.44,-0.987,-3.808,-0.912,-3.649,-67.209,-710.876
-0.168,0.646,-9.711,8.861,0.13,0.086,-38.948,1203.5,-0.987,-3.808,-0.912,-3.58,-67.252,-710.88
-0.163,0.613,-9.697,8.678,0.252,-0.036,-38.946,1203.57,-0.96,-3.617,-0.91,-3.511,-67.297,-710.884
-0.163,0.613,-9.697,8.678,0.252,-0.036,-38.944,1203.63,-0.96,-3.617,-0.909,-3.433,-67.347,-710.889
-0.163,0.613,-9.697,8.678,0.252,-0.036,-38.942,1203.7,-0.96,-3.617,-0.907,-3.356,-67.397,-710.894
-0.091,0.565,-9.754,7.457,0.313,-0.036,-38.94,1203.76,-0.534,-3.315,-0.901,-3.296,-64.811,-710.896
-0.091,0.565,-9.754,7.457,0.313,-0.036,-38.938,1203.81,-0.534,-3.315,-0.894,-3.237,-64.857,-710.898
-0.091,0.565,-9.754,7.457,0.313,-0.036,-38.936,1203.86,-0.534,-3.315,-0.888,-3.178,-64.903,-710.9
-0.125,0.527,-9.86,6.115,0.313,-0.036,-38.933,1203.9,-0.722,-3.058,-0.884,-3.128,-64.94,-710.904
-0.125,0.527,-9.86,6.115,0.313,-0.036,-38.931,1203.95,-0.722,-3.058,-0.88,-3.072,-64.982,-710.907
-0.177,0.551,-9.687,4.833,0.13,-0.036,-38.93,1203.99,-1.046,-3.254,-0.88,-3.035,-65.004,-710.912
-0.177,0.551,-9.687,4.833,0.13,-0.036,-38.929,1204.03,-1.046,-3.254,-0.881,-2.994,-65.03,-710.917
-0.177,0.551,-9.687,4.833,0.13,-0.036,-38.928,1204.06,-1.046,-3.254,-0.881,-2.958,-65.052,-710.921
-0.182,0.551,-9.764,3.978,0.008,0.086,-38.928,1204.09,-1.066,-3.228,-0.883,-2.929,-65.068,-710.926
-0.182,0.551,-9.764,3.978,0.008,0.086,-38.928,1204.12,-1.066,-3.228,-0.885,-2.9,-65.084,-710.93
-0.182,0.551,-9.764,3.978,0.008,0.086,-38.928,1204.14,-1.066,-3.228,-0.887,-2.871,-65.099,-710.935
-0.196,0.536,-9.822,1.964,-0.236,0.147,-38.93,1204.16,-1.144,-3.126,-0.891,-2.858,-65.102,-710.94
-0.196,0.536,-9.822,1.964,-0.236,0.147,-38.931,1204.17,-1.144,-3.126,-0.896,-2.845,-65.104,-710.945
-0.196,0.536,-9.822,1.964,-0.236,0.147,-38.933,1204.18,-1.144,-3.126,-0.9,-2.833,-65.106,-710.95
-0.172,0.527,-9.783,-1.759,-0.236,0.33,-38.934,1204.17,-1.008,-3.082,-0.903,-2.849,-65.092,-710.954
-0.172,0.527,-9.783,-1.759,-0.236,0.33,-38.936,1204.16,-1.008,-3.082,-0.906,-2.867,-65.076,-710.959
-0.244,0.536,-9.654,-5.482,0.13,0.33,-38.935,1204.12,-1.447,-3.18,-0.91,-2.914,-65.041,-710.965
-0.244,0.536,-9.654,-5.482,0.13,0.33,-38.935,1204.08,-1.447,-3.18,-0.915,-2.961,-65.006,-710.971
-0.244,0.536,-9.654,-5.482,0.13,0.33,-38.934,1204.04,-1.447,-3.18,-0.919,-3.006,-64.971,-710.977
-0.105,0.536,-9.716,-7.13,0.863,0.33,-38.927,1203.98,-0.62,-3.159,-0.908,-3.073,-64.174,-710.98
-0.105,0.536,-9.716,-7.13,0.863,0.33,-38.921,1203.93,-0.62,-3.159,-0.898,-3.131,-64.148,-710.983
-0.105,0.536,-9.716,-7.13,0.863,0.33,-38.915,1203.88,-0.62,-3.159,-0.889,-3.188,-64.123,-710.986
-0.11,0.603,-9.754,-8.046,1.412,0.208,-38.905,1203.83,-0.646,-3.54,-0.875,-3.255,-64.096,-710.989
-0.11,0.603,-9.754,-8.046,1.412,0.208,-38.895,1203.77,-0.646,-3.54,-0.862,-3.322,-64.069,-710.991
-0.11,0.603,-9.754,-8.046,1.412,0.208,-38.885,1203.72,-0.646,-3.54,-0.848,-3.389,-64.042,-710.994
-0.115,0.603,-9.898,-10.792,1.595,0.33,-38.872,1203.63,-0.664,-3.488,-0.832,-3.488,-63.997,-710.997
-0.115,0.603,-9.898,-10.792,1.595,0.33,-38.861,1203.56,-0.664,-3.488,-0.817,-3.574,-63.958,-711
-0.115,0.603,-9.898,-10.792,1.595,0.33,-38.85,1203.48,-0.664,-3.488,-0.803,-3.659,-63.919,-711.003
-0.292,0.627,-9.951,-20.131,2.083,0.635,-38.835,1203.34,-1.678,-3.607,-0.795,-3.819,-63.819,-711.011
-0.292,0.627,-9.951,-20.131,2.083,0.635,-38.819,1203.18,-1.678,-3.607,-0.785,-4,-63.707,-711.019
-0.057,0.819,-9.697,-28.981,2.328,0.94,-38.8,1202.95,-0.338,-4.827,-0.759,-4.272,-63.55,-711.021
-0.057,0.819,-9.697,-28.981,2.328,0.94,-38.781,1202.71,-0.338,-4.827,-0.734,-4.542,-63.393,-711.022
-0.057,0.819,-9.697,-28.981,2.328,0.94,-38.765,1202.51,-0.338,-4.827,-0.712,-4.776,-63.255,-711.024
0.148,0.967,-9.558,-26.112,1.473,0.818,-38.755,1202.33,0.885,-5.779,-0.684,-4.994,-63.134,-711.02
0.148,0.967,-9.558,-26.112,1.473,0.818,-38.743,1202.12,0.885,-5.779,-0.655,-5.24,-62.993,-711.016
0.148,0.967,-9.558,-26.112,1.473,0.818,-38.733,1201.94,0.885,-5.779,-0.628,-5.453,-62.872,-711.012
-0.081,0.986,-9.443,-16.591,0.435,0.513,-38.729,1201.8,-0.491,-5.964,-0.622,-5.609,-64.606,-711.014
-0.081,0.986,-9.443,-16.591,0.435,0.513,-38.726,1201.69,-0.491,-5.964,-0.617,-5.745,-64.521,-711.016
-0.215,0.953,-9.702,-11.403,0.435,0.452,-38.723,1201.61,-1.266,-5.61,-0.621,-5.835,-64.456,-711.022
-0.215,0.953,-9.702,-11.403,0.435,0.452,-38.72,1201.53,-1.266,-5.61,-0.624,-5.923,-64.391,-711.027
-0.215,0.953,-9.702,-11.403,0.435,0.452,-38.717,1201.45,-1.266,-5.61,-0.626,-6.011,-64.326,-711.033
-0.187,0.963,-9.869,-13.417,0.496,0.635,-38.714,1201.35,-1.079,-5.57,-0.627,-6.113,-64.254,-711.037
-0.187,0.963,-9.869,-13.417,0.496,0.635,-38.71,1201.26,-1.079,-5.57,-0.628,-6.215,-64.182,-711.042
-0.187,0.963,-9.869,-13.417,0.496,0.635,-38.707,1201.17,-1.079,-5.57,-0.628,-6.315,-64.111,-711.047
-0.134,1.097,-9.836,-19.154,0.13,0.696,-38.706,1201.03,-0.776,-6.362,-0.629,-6.469,-64.002,-711.05
-0.134,1.097,-9.836,-19.154,0.13,0.696,-38.705,1200.9,-0.776,-6.362,-0.629,-6.62,-63.893,-711.054
-0.134,1.097,-9.836,-19.154,0.13,0.696,-38.704,1200.74,-0.776,-6.362,-0.629,-6.792,-63.769,-711.058
-0.024,1.188,-9.673,-23.061,-0.175,0.635,-38.705,1200.58,-0.141,-6.999,-0.626,-6.978,-63.638,-711.058
-0.024,1.188,-9.673,-23.061,-0.175,0.635,-38.706,1200.42,-0.141,-6.999,-0.622,-7.162,-63.508,-711.059
-0.024,1.188,-9.673,-23.061,-0.175,0.635,-38.707,1200.26,-0.141,-6.999,-0.619,-7.344,-63.377,-711.059
-0.129,1.288,-9.256,-19.765,-0.297,0.269,-38.71,1200.12,-0.793,-7.923,-0.623,-7.507,-63.248,-711.063
-0.129,1.288,-9.256,-19.765,-0.297,0.269,-38.712,1199.96,-0.793,-7.923,-0.627,-7.691,-63.102,-711.066
-0.263,1.303,-9.122,-6.581,-0.053,0.147,-38.712,1199.92,-1.637,-8.126,-0.638,-7.748,-62.926,-711.073
-0.263,1.303,-9.122,-6.581,-0.053,0.147,-38.713,1199.87,-1.637,-8.126,-0.648,-7.812,-62.857,-711.081
-0.263,1.303,-9.122,-6.581,-0.053,0.147,-38.713,1199.82,-1.637,-8.126,-0.659,-7.868,-62.794,-711.087
-0.019,1.274,-9.333,10.814,0.13,-0.097,-38.712,1199.91,-0.117,-7.772,-0.652,-7.768,-62.887,-711.088
-0.019,1.274,-9.333,10.814,0.13,-0.097,-38.711,1199.98,-0.117,-7.772,-0.646,-7.682,-62.968,-711.088
-0.019,1.274,-9.333,10.814,0.13,-0.097,-38.71,1200.07,-0.117,-7.772,-0.639,-7.584,-63.057,-711.089
-0.35,1.221,-9.673,22.961,0.252,-0.219,-38.708,1200.23,-2.053,-7.195,-0.651,-7.397,-63.189,-711.098
-0.35,1.221,-9.673,22.961,0.252,-0.219,-38.707,1200.39,-2.053,-7.195,-0.663,-7.212,-63.319,-711.106
0.129,1.068,-10.252,19.665,-0.297,-0.036,-38.709,1200.53,0.719,-5.946,-0.652,-7.043,-63.47,-711.103
0.129,1.068,-10.252,19.665,-0.297,-0.036,-38.711,1200.69,0.719,-5.946,-0.641,-6.853,-63.636,-711.099
0.129,1.068,-10.252,19.665,-0.297,-0.036,-38.713,1200.84,0.719,-5.946,-0.63,-6.665,-63.798,-711.096
-0.235,1.039,-9.443,8.373,-1.701,0.269,-38.725,1200.9,-1.415,-6.28,-0.651,-6.594,-63.819,-711.102
-0.235,1.039,-9.443,8.373,-1.701,0.269,-38.737,1200.96,-1.415,-6.28,-0.673,-6.524,-63.84,-711.108
-0.235,1.039,-9.443,8.373,-1.701,0.269,-38.749,1201.02,-1.415,-6.28,-0.694,-6.455,-63.861,-711.113
-0.292,1.02,-9.127,11.364,-0.968,0.208,-38.757,1201.11,-1.822,-6.376,-0.714,-6.351,-63.909,-711.122
-0.292,1.02,-9.127,11.364,-0.968,0.208,-38.764,1201.19,-1.822,-6.376,-0.733,-6.261,-63.949,-711.129
0.019,0.996,-9.419,24.181,0.619,-0.219,-38.759,1201.38,0.116,-6.036,-0.718,-6.038,-65.297,-711.129
0.019,0.996,-9.419,24.181,0.619,-0.219,-38.754,1201.55,0.116,-6.036,-0.705,-5.845,-65.454,-711.128
0.019,0.996,-9.419,24.181,0.619,-0.219,-38.749,1201.74,0.116,-6.036,-0.691,-5.627,-65.627,-711.128
0.239,0.828,-9.592,37.121,0.435,-0.708,-38.746,1202.01,1.425,-4.936,-0.667,-5.324,-65.873,-711.122
0.239,0.828,-9.592,37.121,0.435,-0.708,-38.743,1202.27,1.425,-4.936,-0.642,-5.025,-66.111,-711.116
0.239,0.828,-9.592,37.121,0.435,-0.708,-38.74,1202.53,1.425,-4.936,-0.618,-4.728,-66.343,-711.109
0,0.704,-9.549,47.009,-0.968,-0.952,-38.747,1202.85,0,-4.216,-0.62,-4.348,-66.587,-711.109
0,0.704,-9.549,47.009,-0.968,-0.952,-38.754,1203.18,0,-4.216,-0.621,-3.972,-66.822,-711.109
0,0.704,-9.549,47.009,-0.968,-0.952,-38.761,1203.51,0,-4.216,-0.623,-3.6,-67.051,-711.109
-0.326,0.393,-9.817,52.99,-1.396,-1.257,-38.77,1203.88,-1.898,-2.291,-0.647,-3.165,-67.28,-711.118
-0.326,0.393,-9.817,52.99,-1.396,-1.257,-38.78,1204.25,-1.898,-2.291,-0.67,-2.734,-67.502,-711.126
-0.326,0.393,-9.817,52.99,-1.396,-1.257,-38.79,1204.63,-1.898,-2.291,-0.694,-2.307,-67.716,-711.134
-0.383,0.211,-10.162,42.797,-0.724,-0.463,-38.796,1204.97,-2.159,-1.188,-0.715,-1.906,-67.913,-711.145
-0.383,0.211,-10.162,42.797,-0.724,-0.463,-38.801,1205.27,-2.159,-1.188,-0.735,-1.558,-68.079,-711.155
-0.273,0.12,-10.056,22.594,0.13,0.269,-38.8,1205.43,-1.555,-0.682,-0.742,-1.369,-68.173,-711.162
-0.273,0.12,-10.056,22.594,0.13,0.269,-38.799,1205.58,-1.555,-0.682,-0.749,-1.182,-68.264,-711.168
-0.273,0.12,-10.056,22.594,0.13,0.269,-38.798,1205.77,-1.555,-0.682,-0.756,-0.971,-68.368,-711.176
-0.153,0.187,-9.965,8.373,1.107,0.391,-38.791,1205.82,-0.881,-1.074,-0.75,-0.915,-68.406,-711.18
-0.153,0.187,-9.965,8.373,1.107,0.391,-38.783,1205.87,-0.881,-1.074,-0.742,-0.85,-68.45,-711.183
-0.153,0.187,-9.965,8.373,1.107,0.391,-38.776,1205.93,-0.881,-1.074,-0.735,-0.785,-68.493,-711.187
-0.048,0.201,-9.85,2.086,1.107,0.269,-38.768,1205.95,-0.278,-1.17,-0.722,-0.772,-68.077,-711.189
-0.048,0.201,-9.85,2.086,1.107,0.269,-38.76,1205.96,-0.278,-1.17,-0.708,-0.76,-68.1,-711.19
-0.048,0.201,-9.85,2.086,1.107,0.269,-38.752,1205.98,-0.278,-1.17,-0.695,-0.747,-68.123,-711.191
-0.043,0.211,-9.577,2.208,0.496,0.208,-38.749,1205.99,-0.258,-1.26,-0.687,-0.735,-68.14,-711.192
-0.043,0.211,-9.577,2.208,0.496,0.208,-38.745,1206.01,-0.258,-1.26,-0.678,-0.72,-68.159,-711.193
-0.043,0.211,-9.577,2.208,0.496,0.208,-38.742,1206.03,-0.258,-1.26,-0.67,-0.708,-68.175,-711.194
0.038,0.235,-9.563,8.8,-0.358,0.269,-38.744,1206.09,0.229,-1.406,-0.664,-0.645,-68.215,-711.193
0.038,0.235,-9.563,8.8,-0.358,0.269,-38.747,1206.15,0.229,-1.406,-0.658,-0.582,-68.254,-711.192
-0.196,0.239,-9.553,18.017,-1.213,0.208,-38.756,1206.29,-1.177,-1.436,-0.674,-0.426,-68.313,-711.198
-0.196,0.239,-9.553,18.017,-1.213,0.208,-38.765,1206.42,-1.177,-1.436,-0.689,-0.293,-68.361,-711.203
-0.196,0.239,-9.553,18.017,-1.213,0.208,-38.773,1206.54,-1.177,-1.436,-0.703,-0.161,-68.409,-711.208
-0.215,-0.014,-9.831,21.801,-1.152,0.513,-38.781,1206.7,-1.256,0.084,-0.718,0.015,-68.479,-711.213
-0.215,-0.014,-9.831,21.801,-1.152,0.513,-38.791,1206.87,-1.256,0.084,-0.734,0.215,-68.557,-711.22
-0.215,-0.014,-9.831,21.801,-1.152,0.513,-38.799,1207.02,-1.256,0.084,-0.748,0.387,-68.624,-711.225
-0.436,-0.057,-10.396,10.387,-0.236,0.635,-38.8,1207.1,-2.4,0.317,-0.767,0.469,-68.641,-711.236
-0.436,-0.057,-10.396,10.387,-0.236,0.635,-38.802,1207.17,-2.4,0.317,-0.785,0.55,-68.659,-711.247
-0.436,-0.057,-10.396,10.387,-0.236,0.635,-38.804,1207.24,-2.4,0.317,-0.803,0.631,-68.676,-711.258
-0.488,0.01,-10.53,-14.149,0.313,0.574,-38.801,1207.13,-2.656,-0.052,-0.818,0.495,-65.364,-711.272
-0.488,0.01,-10.53,-14.149,0.313,0.574,-38.799,1207.03,-2.656,-0.052,-0.834,0.377,-65.283,-711.284
-0.488,0.01,-10.53,-14.149,0.313,0.574,-38.797,1206.93,-2.656,-0.052,-0.85,0.26,-65.203,-711.297
-0.187,0.144,-11.028,-44.179,0.741,0.696,-38.791,1206.62,-0.97,-0.746,-0.845,-0.102,-65.011,-711.301
-0.187,0.144,-11.028,-44.179,0.741,0.696,-38.786,1206.27,-0.97,-0.746,-0.84,-0.511,-64.791,-711.307
0.139,0.144,-10.77,-80.312,0.802,1.429,-38.78,1205.71,0.739,-0.764,-0.818,-1.154,-64.451,-711.303
0.139,0.144,-10.77,-80.312,0.802,1.429,-38.774,1205.14,0.739,-0.764,-0.796,-1.79,-64.103,-711.3
0.139,0.144,-10.77,-80.312,0.802,1.429,-38.769,1204.58,0.739,-0.764,-0.774,-2.42,-63.747,-711.296
0.661,0.795,-8.514,-86.66,-3.044,2.039,-38.79,1203.97,4.419,-5.334,-0.746,-3.139,-63.328,-711.28
0.661,0.795,-8.514,-86.66,-3.044,2.039,-38.811,1203.37,4.419,-5.334,-0.719,-3.852,-62.898,-711.263
0.661,0.795,-8.514,-86.66,-3.044,2.039,-38.833,1202.76,4.419,-5.334,-0.692,-4.557,-62.455,-711.246
0.354,1.279,-8.596,-40.273,-6.889,1.551,-38.881,1202.48,2.335,-8.461,-0.716,-4.917,-62.171,-711.237
0.354,1.279,-8.596,-40.273,-6.889,1.551,-38.936,1202.16,2.335,-8.461,-0.749,-5.32,-61.842,-711.227
0.354,1.279,-8.596,-40.273,-6.889,1.551,-38.984,1201.88,2.335,-8.461,-0.773,-5.672,-61.553,-711.218
-0.666,1.389,-8.423,-8.046,-3.532,-0.219,-39.009,1201.82,-4.458,-9.362,-0.838,-5.773,-61.391,-711.235
-0.666,1.389,-8.423,-8.046,-3.532,-0.219,-39.034,1201.76,-4.458,-9.362,-0.902,-5.873,-61.23,-711.252
-1.815,1.523,-8.591,17.284,-0.236,1.246,-39.035,1201.88,-11.751,-10.052,-1.012,-5.777,-63.785,-711.297
-1.815,1.523,-8.591,17.284,-0.236,1.246,-39.037,1202.01,-11.751,-10.052,-1.122,-5.682,-63.699,-711.343
-1.815,1.523,-8.591,17.284,-0.236,1.246,-39.039,1202.13,-11.751,-10.052,-1.23,-5.588,-63.614,-711.389
-0.225,0.168,-12.958,27.111,-1.152,0.513,-39.048,1202.34,-0.995,-0.741,-1.238,-5.293,-63.813,-711.395
-0.225,0.168,-12.958,27.111,-1.152,0.513,-39.056,1202.53,-0.995,-0.741,-1.245,-5.031,-63.987,-711.401
-0.225,0.168,-12.958,27.111,-1.152,0.513,-39.065,1202.75,-0.995,-0.741,-1.253,-4.741,-64.176,-711.408
6.857,4.415,-9.841,-8.9,0.741,0.94,-39.06,1202.69,32.447,-24.164,-0.91,-5.006,-64.468,-711.235
6.857,4.415,-9.841,-8.9,0.741,0.94,-39.055,1202.63,32.447,-24.164,-0.57,-5.269,-64.767,-711.062
6.857,4.415,-9.841,-8.9,0.741,0.94,-39.05,1202.56,32.447,-24.164,-0.234,-5.529,-65.071,-710.889
-5.665,-1.221,-10.645,-32.033,4.159,1.246,-39.02,1202.34,-27.865,6.544,-0.477,-5.663,-64.63,-711.032
-5.665,-1.221,-10.645,-32.033,4.159,1.246,-38.991,1202.12,-27.865,6.544,-0.718,-5.797,-64.191,-711.175
